,from_id,to_id,duration,length
0,17,166,599.4,5052.3
1,17,0,174.4,981.7
2,17,1,1170.8,17823.2
3,17,2,506.8,5257.3
4,17,3,671.0,5660.4
5,17,4,1387.3,12885.4
6,17,5,694.1,6386.6
7,17,6,585.1,5701.0
8,17,7,518.8,4469.4
9,17,8,866.2,9601.1
10,17,9,1709.8,20257.4
11,17,10,1725.2,29439.3
12,17,11,179.5,1029.7
13,17,12,566.9,5585.8
14,17,13,714.3,6617.5
15,17,14,464.6,2778.9
16,17,15,1738.6,22021.0
17,17,16,720.0,6291.3
18,17,18,541.7,4324.0
19,17,19,479.4,3829.9
20,17,20,1989.7,35195.6
21,17,21,620.6,6136.4
22,17,22,420.8,3358.1
23,17,23,2020.5,24555.1
24,17,24,1235.7,18455.7
25,17,25,1522.1,14671.6
26,17,26,434.7,3543.5
27,17,27,794.9,7284.0
28,17,28,1799.4,31321.5
29,17,29,592.4,5222.9
30,17,30,363.6,3192.4
31,17,31,440.7,4360.3
32,17,32,597.2,5690.7
33,17,33,483.6,4382.7
34,17,34,1605.4,17647.6
35,17,35,601.0,5406.4
36,17,36,563.4,5067.1
37,17,37,170.3,946.2
38,17,38,931.1,12019.2
39,17,39,165.0,933.5
40,17,40,355.2,2743.6
41,17,41,743.8,10948.9
42,17,42,209.2,1474.3
43,17,43,538.5,4565.8
44,17,44,625.0,6072.4
45,17,45,733.4,6435.4
46,17,46,760.9,5974.4
47,17,47,464.6,2778.9
48,17,48,1842.3,19688.2
49,17,49,2146.5,38589.1
50,17,50,412.6,3358.4
51,17,51,2016.3,24640.4
52,17,52,627.7,5430.6
53,17,53,464.6,2778.9
54,17,54,463.6,3860.7
55,17,55,732.5,6181.9
56,17,56,626.3,5240.7
57,17,57,1574.3,26353.0
58,17,58,479.8,4416.1
59,17,59,382.5,3227.6
60,17,60,1571.0,26401.8
61,17,61,536.5,6869.3
62,17,62,499.1,4185.6
63,17,63,561.2,5004.7
64,17,64,371.0,3259.1
65,17,65,791.2,7010.1
66,17,66,499.1,4185.6
67,17,67,1057.0,12625.9
68,17,68,800.6,7120.2
69,17,69,1206.6,12662.4
70,17,70,1069.5,11534.7
71,17,71,799.4,6092.8
72,17,72,391.0,3023.8
73,17,73,641.0,5642.1
74,17,74,1156.1,15930.9
75,17,75,594.8,5269.9
76,17,76,730.2,6358.2
77,17,77,237.6,1408.2
78,17,78,420.1,3425.0
79,17,79,912.8,12577.7
80,17,80,495.2,4074.1
81,17,81,652.2,5599.3
82,17,82,693.8,6873.6
83,17,83,618.2,5206.4
84,17,84,1130.6,15997.7
85,17,85,578.2,4722.4
86,17,86,763.5,6793.6
87,17,87,986.4,12976.7
88,17,88,741.8,6980.6
89,17,89,457.3,3633.7
90,17,90,188.9,1075.8
91,17,91,695.6,5769.1
92,17,92,607.6,4844.5
93,17,93,460.5,4318.2
94,17,94,256.6,1767.9
95,17,95,369.5,3245.3
96,17,96,831.0,7918.2
97,17,97,989.0,13421.7
98,17,98,405.9,3109.7
99,17,99,1298.1,16001.4
100,17,100,2467.5,40797.6
101,17,101,2182.8,38072.6
102,17,102,473.5,3980.9
103,17,103,472.8,3771.6
104,17,104,738.5,6298.2
105,17,105,802.1,6101.5
106,17,106,662.8,5764.6
107,17,107,675.3,5953.3
108,17,108,1663.2,16325.7
109,17,109,1719.6,25144.1
110,17,110,1778.0,21887.2
111,17,111,882.7,7562.2
112,17,112,484.9,4406.8
113,17,113,873.1,7218.6
114,17,114,529.0,5088.5
115,17,115,483.0,4505.3
116,17,116,484.0,4819.3
117,17,117,377.0,3408.1
118,17,118,481.5,4799.6
119,17,119,451.7,4646.4
120,17,120,628.9,6128.4
121,17,121,753.9,6249.6
122,17,122,588.4,4995.8
123,17,123,495.6,4209.8
124,17,124,703.8,5977.8
125,17,125,1000.3,9705.9
126,17,126,481.0,3899.5
127,17,127,468.7,3665.0
128,17,128,404.5,3145.4
129,17,129,656.4,6751.0
130,17,130,421.5,3218.8
131,17,131,625.0,6072.4
132,17,132,454.1,3521.2
133,17,133,983.7,12965.5
134,17,134,1378.6,20633.8
135,17,135,1772.2,19314.2
136,17,136,561.2,5004.7
137,17,137,1315.5,21595.9
138,17,138,585.8,5249.0
139,17,139,434.7,3543.5
140,17,140,279.3,2295.3
141,17,141,1743.4,25230.5
142,17,142,674.3,5890.2
143,17,143,594.9,5170.3
144,17,144,380.1,3442.8
145,17,145,809.7,7221.3
146,17,146,533.3,4840.6
147,17,147,436.7,3801.2
148,17,148,546.6,4469.0
149,17,149,2246.5,38950.4
150,17,150,545.7,5270.2
151,17,151,502.0,4685.1
152,17,152,650.1,5369.7
153,17,153,469.2,4033.5
154,17,154,753.6,5983.5
155,17,155,806.9,7058.6
156,17,156,900.2,7525.8
157,17,157,766.9,7435.0
158,17,158,892.8,9860.6
159,17,159,1636.4,27384.7
160,17,160,1487.3,25139.2
161,17,161,612.2,5433.0
162,17,162,392.7,3578.6
163,17,163,1506.9,12728.9
164,17,164,609.9,6228.7
165,17,165,511.2,5110.9
