,from_id,to_id,duration,length
0,47,166,636.4,4283.6
1,47,0,478.1,3187.2
2,47,1,1212.6,17031.6
3,47,2,548.6,4465.7
4,47,3,708.0,4891.6
5,47,4,1426.4,12227.5
6,47,5,735.9,5595.0
7,47,6,626.9,4909.4
8,47,7,555.8,3700.6
9,47,8,908.0,8809.5
10,47,9,1751.6,19465.8
11,47,10,2028.9,31644.8
12,47,11,416.9,2294.2
13,47,12,608.7,4794.2
14,47,13,756.1,5825.9
15,47,14,524.9,2952.6
16,47,15,2042.3,24226.5
17,47,16,757.0,5522.6
18,47,17,491.7,2892.7
19,47,18,578.7,3555.3
20,47,19,518.5,3172.0
21,47,20,2031.5,34404.0
22,47,21,662.4,5344.8
23,47,22,459.9,2700.2
24,47,23,2062.3,23763.5
25,47,24,1539.4,20661.2
26,47,25,1563.9,13880.0
27,47,26,476.5,2751.9
28,47,27,836.7,6492.5
29,47,28,1841.2,30529.9
30,47,29,634.2,4431.3
31,47,30,405.4,2400.8
32,47,31,744.4,6565.8
33,47,32,639.0,4899.1
34,47,33,525.4,3591.1
35,47,34,1892.5,18464.0
36,47,35,642.8,4614.8
37,47,36,605.2,4275.5
38,47,37,410.0,2356.7
39,47,38,972.9,11227.6
40,47,39,404.7,2343.9
41,47,40,394.3,2085.8
42,47,41,1047.5,13154.4
43,47,42,356.9,1796.8
44,47,43,580.3,3774.3
45,47,44,666.8,5280.9
46,47,45,770.4,5666.6
47,47,46,797.9,5205.7
48,47,48,1892.8,28868.9
49,47,49,2188.3,37797.5
50,47,50,451.7,2700.6
51,47,51,2058.1,23848.8
52,47,52,669.5,4639.0
53,47,53,655.5,3495.3
54,47,54,505.4,3069.1
55,47,55,769.5,5413.2
56,47,56,930.0,7446.3
57,47,57,1616.1,25561.4
58,47,58,521.6,3624.5
59,47,59,424.3,2436.0
60,47,60,1874.7,28607.4
61,47,61,840.2,9074.8
62,47,62,540.9,3394.0
63,47,63,603.0,4213.1
64,47,64,412.8,2467.5
65,47,65,828.2,6241.3
66,47,66,540.9,3394.0
67,47,67,1360.7,14831.4
68,47,68,837.6,6351.5
69,47,69,1248.4,11870.8
70,47,70,1111.3,10743.2
71,47,71,836.4,5324.0
72,47,72,583.3,3769.1
73,47,73,682.8,4850.5
74,47,74,1459.8,18136.4
75,47,75,636.6,4478.3
76,47,76,772.0,5566.6
77,47,77,541.3,3613.7
78,47,78,459.2,2767.1
79,47,79,1216.5,14783.3
80,47,80,532.2,3305.3
81,47,81,689.2,4830.5
82,47,82,735.6,6082.0
83,47,83,660.0,4414.8
84,47,84,1172.4,15206.1
85,47,85,620.0,3930.8
86,47,86,800.5,6024.8
87,47,87,1028.2,12185.1
88,47,88,783.6,6189.0
89,47,89,496.4,2975.8
90,47,90,492.6,3281.3
91,47,91,732.6,5000.4
92,47,92,646.7,4186.7
93,47,93,502.3,3526.6
94,47,94,448.9,2513.2
95,47,95,411.3,2453.7
96,47,96,872.8,7126.6
97,47,97,1030.8,12630.1
98,47,98,442.7,2218.7
99,47,99,1339.9,15209.8
100,47,100,2509.3,40006.0
101,47,101,2224.6,37281.0
102,47,102,515.3,3189.3
103,47,103,511.9,3113.8
104,47,104,775.5,5529.4
105,47,105,839.1,5332.7
106,47,106,704.6,4973.0
107,47,107,717.1,5161.7
108,47,108,1702.3,15667.8
109,47,109,1761.4,24352.5
110,47,110,1819.8,21095.6
111,47,111,921.8,6904.3
112,47,112,526.7,3615.3
113,47,113,912.2,6560.8
114,47,114,570.8,4297.0
115,47,115,524.8,3713.7
116,47,116,525.8,4027.7
117,47,117,418.8,2616.6
118,47,118,523.3,4008.1
119,47,119,755.4,6851.9
120,47,120,932.6,8333.9
121,47,121,793.0,5591.7
122,47,122,625.4,4227.1
123,47,123,537.4,3418.2
124,47,124,740.8,5209.1
125,47,125,1042.1,8914.4
126,47,126,522.8,3107.9
127,47,127,507.8,3007.1
128,47,128,596.8,3890.7
129,47,129,960.1,8956.6
130,47,130,460.6,2561.0
131,47,131,666.8,5280.9
132,47,132,493.2,2863.3
133,47,133,1025.5,12173.9
134,47,134,1420.4,19842.2
135,47,135,1822.7,28494.9
136,47,136,603.0,4213.1
137,47,137,1619.2,23801.4
138,47,138,627.6,4457.4
139,47,139,476.5,2751.9
140,47,140,286.0,1233.5
141,47,141,2047.1,27436.0
142,47,142,711.3,5121.5
143,47,143,636.7,4378.7
144,47,144,421.9,2651.2
145,47,145,846.7,6452.5
146,47,146,575.1,4049.0
147,47,147,478.5,3009.6
148,47,148,583.6,3700.3
149,47,149,2288.3,38158.8
150,47,150,587.5,4478.6
151,47,151,543.8,3893.6
152,47,152,687.1,4601.0
153,47,153,511.0,3241.9
154,47,154,790.6,5214.7
155,47,155,843.9,6289.9
156,47,156,602.5,3145.5
157,47,157,808.7,6643.4
158,47,158,934.6,9069.0
159,47,159,1940.1,29590.3
160,47,160,1791.0,27344.7
161,47,161,654.0,4641.4
162,47,162,434.5,2787.0
163,47,163,1673.0,14510.3
164,47,164,651.7,5437.1
165,47,165,553.0,4319.3
