,from_id,to_id,duration,length
0,159,166,1782.7,29590.0
1,159,0,1491.8,24960.1
2,159,1,1674.4,28722.0
3,159,2,1691.8,29689.3
4,159,3,1723.4,21526.1
5,159,4,1411.1,19815.4
6,159,5,1879.1,30818.6
7,159,6,1770.1,30133.0
8,159,7,1702.1,29007.1
9,159,8,2051.2,34033.1
10,159,9,2449.8,38806.7
11,159,10,650.4,5571.3
12,159,11,1557.8,25717.4
13,159,12,1751.9,30017.8
14,159,13,1899.3,31049.5
15,159,14,1842.9,27466.6
16,159,15,1158.9,15809.4
17,159,16,1903.3,30829.0
18,159,17,1552.6,25337.3
19,159,18,1725.0,28861.7
20,159,19,1669.8,28367.6
21,159,20,1497.2,24688.6
22,159,21,1805.6,30568.4
23,159,22,1611.2,27895.8
24,159,23,2208.9,37329.8
25,159,24,911.8,10315.6
26,159,25,2707.1,39103.6
27,159,26,1615.1,27981.4
28,159,27,1979.9,31716.1
29,159,28,1919.4,34340.7
30,159,29,1790.7,29664.0
31,159,30,1606.5,27721.0
32,159,31,1349.0,21525.4
33,159,32,1782.2,30122.7
34,159,33,1681.9,28823.8
35,159,34,1185.2,15030.8
36,159,35,1799.3,29847.5
37,159,36,1761.7,29508.2
38,159,37,1548.6,25634.0
39,159,38,2046.7,25526.0
40,159,39,1543.3,25621.2
41,159,40,1705.4,26964.2
42,159,41,1058.7,16307.5
43,159,42,1587.5,26162.0
44,159,43,1742.9,29007.9
45,159,44,1810.0,30504.4
46,159,45,1784.7,22479.3
47,159,46,1858.9,22349.3
48,159,47,1842.9,27466.6
49,159,48,1400.2,20377.0
50,159,49,2266.5,41608.3
51,159,50,1603.0,27896.1
52,159,51,2451.4,40389.4
53,159,52,1826.0,29871.7
54,159,53,1842.9,27466.6
55,159,54,1599.5,27840.3
56,159,55,1883.0,23213.8
57,159,56,1600.3,23297.4
58,159,57,1606.4,25703.5
59,159,58,1678.1,28857.2
60,159,59,1652.6,28304.6
61,159,60,412.6,3459.6
62,159,61,1225.4,19523.9
63,159,62,1697.4,28626.7
64,159,63,1759.5,29445.8
65,159,64,1613.9,27787.7
66,159,65,1878.9,23055.3
67,159,66,1697.4,28626.7
68,159,67,1032.5,11631.1
69,159,68,1822.5,22934.2
70,159,69,2391.6,37094.4
71,159,70,2254.5,35966.8
72,159,71,1897.4,22467.7
73,159,72,1655.7,26162.4
74,159,73,1839.3,30083.2
75,159,74,1157.8,16788.7
76,159,75,1793.1,29711.0
77,159,76,1923.9,30881.6
78,159,77,1460.2,24314.1
79,159,78,1610.5,27962.7
80,159,79,984.9,13098.9
81,159,80,1678.5,28611.8
82,159,81,1835.5,30137.0
83,159,82,1878.8,31305.6
84,159,83,1814.2,29643.2
85,159,84,1858.5,30264.8
86,159,85,1767.8,29182.7
87,159,86,1859.6,23260.8
88,159,87,2025.5,25388.9
89,159,88,1926.8,31412.6
90,159,89,1647.7,28171.3
91,159,90,1506.3,25054.2
92,159,91,1878.9,30306.8
93,159,92,1664.0,21058.4
94,159,93,1658.8,28759.4
95,159,94,1606.9,25248.4
96,159,95,1612.4,27774.0
97,159,96,2016.0,32350.2
98,159,97,2174.0,37853.7
99,159,98,1589.0,27525.1
100,159,99,2385.1,38801.2
101,159,100,2587.5,43816.9
102,159,101,2302.8,41091.8
103,159,102,1668.1,28248.9
104,159,103,1663.2,28309.3
105,159,104,1782.5,22126.2
106,159,105,1900.1,22476.4
107,159,106,1861.1,30205.7
108,159,107,1869.0,30476.7
109,159,108,1387.2,20127.3
110,159,109,1910.5,32753.9
111,159,110,2217.4,37870.8
112,159,111,1455.3,18562.9
113,159,112,1683.2,28848.0
114,159,113,1601.3,20204.6
115,159,114,1714.0,29520.5
116,159,115,1681.3,28946.5
117,159,116,1669.0,29251.3
118,159,117,1655.4,28495.0
119,159,118,1666.5,29231.7
120,159,119,1273.3,20855.0
121,159,120,1441.5,17278.2
122,159,121,1575.8,19993.0
123,159,122,1771.7,29533.5
124,159,123,1704.6,28651.9
125,159,124,1747.8,21805.8
126,159,125,2185.3,34138.0
127,159,126,1616.9,27879.1
128,159,127,1659.1,28202.6
129,159,128,1576.0,25537.4
130,159,129,1440.3,16807.2
131,159,130,1694.7,28674.9
132,159,131,1810.0,30504.4
133,159,132,1644.5,28058.9
134,159,133,2022.8,25377.7
135,159,134,1674.3,25903.5
136,159,135,1330.1,20003.0
137,159,136,1759.5,29445.8
138,159,137,619.8,5961.9
139,159,138,1784.1,29690.1
140,159,139,1615.1,27981.4
141,159,140,1657.6,26983.1
142,159,141,971.6,8472.8
143,159,142,1857.6,30427.9
144,159,143,1790.9,29607.1
145,159,144,1658.5,28529.6
146,159,145,1813.4,22833.1
147,159,146,1731.6,29281.8
148,159,147,1654.3,28488.0
149,159,148,1729.9,29006.7
150,159,149,2366.5,41969.7
151,159,150,1730.7,29702.2
152,159,151,1700.3,29126.3
153,159,152,1783.0,22031.1
154,159,153,1665.9,28475.6
155,159,154,1912.2,23249.2
156,159,155,1839.2,22687.0
157,159,156,2085.2,31957.8
158,159,157,1951.9,31867.0
159,159,158,2077.8,34292.6
160,159,160,328.9,2197.0
161,159,161,1810.5,29874.1
162,159,162,1591.0,28019.7
163,159,163,1132.2,14077.8
164,159,164,1794.9,30660.7
165,159,165,1696.2,29542.9
