,from_id,to_id,duration,length
0,61,166,762.8,11068.9
1,61,0,471.9,6439.0
2,61,1,1335.9,23734.0
3,61,2,671.9,11168.2
4,61,3,834.4,11676.9
5,61,4,1513.0,16809.1
6,61,5,859.2,12297.4
7,61,6,750.2,11611.9
8,61,7,682.2,10485.9
9,61,8,1031.3,15512.0
10,61,9,1874.9,26168.2
11,61,10,1383.1,23749.1
12,61,11,537.9,7196.3
13,61,12,732.0,11496.7
14,61,13,879.4,12528.4
15,61,14,823.0,8945.4
16,61,15,1618.4,28390.5
17,61,16,883.4,12307.9
18,61,17,532.7,6816.2
19,61,18,705.1,10340.6
20,61,19,649.9,9846.5
21,61,20,2116.5,39930.5
22,61,21,785.7,12047.3
23,61,22,591.3,9374.7
24,61,23,2185.6,30466.0
25,61,24,893.6,12765.5
26,61,25,1687.2,20582.5
27,61,26,595.2,9460.3
28,61,27,960.0,13194.9
29,61,28,1964.5,37232.4
30,61,29,770.8,11142.9
31,61,30,586.6,9199.9
32,61,31,287.4,2755.2
33,61,32,762.3,11601.6
34,61,33,662.0,10302.7
35,61,34,1517.8,16934.2
36,61,35,779.4,11326.4
37,61,36,741.8,10987.1
38,61,37,528.7,7112.8
39,61,38,1096.2,17930.1
40,61,39,523.4,7100.1
41,61,40,685.5,8443.0
42,61,41,401.7,5258.9
43,61,42,567.6,7640.9
44,61,43,723.0,10486.8
45,61,44,790.1,11983.3
46,61,45,896.8,12451.9
47,61,46,924.3,11991.0
48,61,47,823.0,8945.4
49,61,48,1789.0,32897.3
50,61,49,2311.6,44500.0
51,61,50,583.1,9375.0
52,61,51,2181.4,30551.3
53,61,52,806.1,11350.6
54,61,53,823.0,8945.4
55,61,54,579.6,9319.2
56,61,55,895.9,12198.5
57,61,56,538.7,4527.3
58,61,57,1739.4,32263.9
59,61,58,658.2,10336.1
60,61,59,632.7,9783.5
61,61,60,1228.9,20711.7
62,61,62,677.5,10105.6
63,61,63,739.6,10924.7
64,61,64,594.0,9266.6
65,61,65,954.6,13026.6
66,61,66,677.5,10105.6
67,61,67,747.7,8200.4
68,61,68,964.0,13136.8
69,61,69,1371.7,18573.3
70,61,70,1234.6,17445.6
71,61,71,962.8,12109.3
72,61,72,635.8,7641.3
73,61,73,819.4,11562.1
74,61,74,814.0,10240.7
75,61,75,773.2,11189.9
76,61,76,904.0,12360.5
77,61,77,440.3,5793.0
78,61,78,590.6,9441.5
79,61,79,570.7,6887.6
80,61,80,658.6,10090.6
81,61,81,815.6,11615.8
82,61,82,858.9,12784.4
83,61,83,794.3,11122.1
84,61,84,1295.7,21908.6
85,61,85,747.9,10661.6
86,61,86,926.9,12810.1
87,61,87,1151.5,18887.5
88,61,88,906.9,12891.5
89,61,89,627.8,9650.2
90,61,90,486.4,6533.0
91,61,91,859.0,11785.7
92,61,92,873.7,12051.0
93,61,93,638.9,10238.2
94,61,94,587.0,6727.3
95,61,95,592.5,9252.8
96,61,96,996.1,13829.1
97,61,97,1154.1,19332.6
98,61,98,569.1,9004.0
99,61,99,1463.2,21912.2
100,61,100,2632.6,46708.5
101,61,101,2347.9,43983.4
102,61,102,648.2,9727.8
103,61,103,643.3,9788.2
104,61,104,901.9,12314.7
105,61,105,965.5,12118.0
106,61,106,841.2,11684.6
107,61,107,849.1,11955.6
108,61,108,1732.8,22228.0
109,61,109,1884.7,31055.0
110,61,110,1943.1,27798.1
111,61,111,947.8,10662.8
112,61,112,663.3,10326.9
113,61,113,1053.5,13548.3
114,61,114,694.1,10999.4
115,61,115,661.4,10425.3
116,61,116,649.1,10730.2
117,61,117,635.5,9973.8
118,61,118,646.6,10710.5
119,61,119,211.7,2084.8
120,61,120,541.3,5414.9
121,61,121,997.9,10331.6
122,61,122,751.8,11012.4
123,61,123,684.7,10130.7
124,61,124,867.2,11994.4
125,61,125,1165.4,15616.8
126,61,126,597.0,9358.0
127,61,127,639.2,9681.5
128,61,128,556.1,7016.3
129,61,129,473.9,4161.8
130,61,130,674.8,10153.7
131,61,131,790.1,11983.3
132,61,132,624.6,9537.7
133,61,133,1148.8,18876.4
134,61,134,1543.7,26544.6
135,61,135,1718.9,32523.3
136,61,136,739.6,10924.7
137,61,137,973.4,15905.7
138,61,138,764.2,11169.0
139,61,139,595.2,9460.3
140,61,140,637.7,8461.9
141,61,141,1401.3,19540.3
142,61,142,837.7,11906.8
143,61,143,771.0,11085.9
144,61,144,638.6,10008.5
145,61,145,973.1,13237.8
146,61,146,711.7,10760.6
147,61,147,634.4,9966.9
148,61,148,710.0,10485.6
149,61,149,2411.6,44861.3
150,61,150,710.8,11181.1
151,61,151,680.4,10605.1
152,61,152,813.5,11386.3
153,61,153,646.0,9954.5
154,61,154,917.0,12000.0
155,61,155,970.3,13075.2
156,61,156,1065.3,13436.6
157,61,157,932.0,13345.8
158,61,158,1057.9,15771.5
159,61,159,1294.3,21694.5
160,61,160,1145.2,19449.0
161,61,161,790.6,11353.0
162,61,162,571.1,9498.6
163,61,163,1454.4,15034.2
164,61,164,775.0,12139.6
165,61,165,676.3,11021.8
