,from_id,to_id,duration,length
0,143,166,253.6,2075.0
1,143,0,552.9,5453.3
2,143,1,965.6,13305.7
3,143,2,298.4,2716.6
4,143,3,376.4,3370.5
5,143,4,877.6,8207.4
6,143,5,241.3,1821.4
7,143,6,244.9,1922.7
8,143,7,173.3,1272.2
9,143,8,686.6,7154.8
10,143,9,1471.5,17040.0
11,143,10,1946.0,33640.1
12,143,11,491.7,4560.3
13,143,12,270.5,2232.2
14,143,13,268.9,2052.4
15,143,14,593.6,4285.9
16,143,15,1918.9,24429.4
17,143,16,193.1,1608.1
18,143,17,566.5,5158.8
19,143,18,109.3,807.5
20,143,19,147.8,1207.7
21,143,20,1784.5,30678.2
22,143,21,342.1,2802.1
23,143,22,204.9,1677.5
24,143,23,1782.2,21337.8
25,143,24,1456.5,22656.5
26,143,25,1337.9,11935.5
27,143,26,317.5,2262.2
28,143,27,615.3,4837.8
29,143,28,1594.2,26804.1
30,143,29,128.3,956.4
31,143,30,239.5,1933.7
32,143,31,684.7,8536.5
33,143,32,364.7,2822.8
34,143,33,118.0,839.8
35,143,34,1621.1,18118.1
36,143,35,124.3,971.5
37,143,36,137.6,1002.2
38,143,37,484.8,4622.7
39,143,38,651.8,5886.2
40,143,39,479.5,4610.0
41,143,40,313.4,2423.4
42,143,41,964.6,15149.7
43,143,42,416.2,3613.5
44,143,43,101.3,723.9
45,143,44,346.5,2738.2
46,143,45,259.7,2402.8
47,143,46,376.1,2948.6
48,143,47,593.6,4285.9
49,143,48,1482.6,13836.1
50,143,49,1941.3,34071.6
51,143,50,198.0,1678.0
52,143,51,1778.0,21423.1
53,143,52,99.1,620.3
54,143,53,593.6,4285.9
55,143,54,301.9,2121.1
56,143,55,251.2,2149.3
57,143,56,870.3,9417.0
58,143,57,1369.1,21835.6
59,143,58,163.6,1143.2
60,143,59,348.5,2553.1
61,143,60,1791.8,30602.6
62,143,61,757.3,11070.1
63,143,62,303.5,1968.0
64,143,63,40.4,217.8
65,143,64,232.1,1867.0
66,143,65,264.3,2326.9
67,143,66,303.5,1968.0
68,143,67,1277.8,16826.7
69,143,68,273.7,2437.0
70,143,69,983.5,9479.1
71,143,70,846.4,8351.4
72,143,71,414.6,3067.0
73,143,72,446.9,3649.3
74,143,73,142.5,993.5
75,143,74,1376.9,20131.7
76,143,75,135.1,934.3
77,143,76,215.6,1660.5
78,143,77,570.1,6720.6
79,143,78,190.5,1611.4
80,143,79,1133.6,16778.5
81,143,80,120.2,978.5
82,143,81,125.3,916.1
83,143,82,298.7,2378.9
84,143,83,44.5,205.2
85,143,84,925.4,11480.2
86,143,85,102.3,621.8
87,143,86,236.6,2110.3
88,143,87,651.3,5982.3
89,143,88,562.2,4534.4
90,143,89,169.9,1403.9
91,143,90,567.4,5547.4
92,143,91,247.7,1850.2
93,143,92,450.1,3918.0
94,143,93,271.1,2108.5
95,143,94,523.7,4779.3
96,143,95,233.6,1880.7
97,143,96,434.3,3415.3
98,143,97,755.8,7367.5
99,143,98,269.1,2189.3
100,143,99,1059.8,12784.0
101,143,100,2262.3,36280.2
102,143,101,1977.6,33555.1
103,143,102,176.4,1408.1
104,143,103,154.4,1266.0
105,143,104,305.7,2732.7
106,143,105,417.3,3075.7
107,143,106,165.2,1158.3
108,143,107,159.0,1254.3
109,143,108,1411.7,14671.8
110,143,109,1514.4,20626.7
111,143,110,1539.7,18669.8
112,143,111,669.8,6346.9
113,143,112,201.1,1453.1
114,143,113,559.4,5011.1
115,143,114,183.3,1416.5
116,143,115,187.8,1408.7
117,143,116,206.0,1624.6
118,143,117,253.5,2068.0
119,143,118,299.8,2372.8
120,143,119,695.7,8822.7
121,143,120,779.7,6789.9
122,143,121,510.3,4691.5
123,143,122,129.9,870.7
124,143,123,183.7,1386.5
125,143,124,340.4,3053.0
126,143,125,593.6,5361.8
127,143,126,319.3,2159.9
128,143,127,210.4,1691.2
129,143,128,460.4,3770.9
130,143,129,896.4,12207.1
131,143,130,266.3,2101.7
132,143,131,346.5,2738.2
133,143,132,186.4,1515.5
134,143,133,648.6,5971.1
135,143,134,1173.4,16116.3
136,143,135,1412.5,13462.1
137,143,136,40.4,217.8
138,143,137,1536.3,25796.7
139,143,138,138.5,1014.3
140,143,139,317.5,2262.2
141,143,140,367.6,3363.2
142,143,141,1964.2,29431.3
143,143,142,147.4,1207.0
144,143,144,256.6,2102.6
145,143,145,282.8,2538.0
146,143,146,187.5,1326.9
147,143,147,250.4,1778.9
148,143,148,121.7,952.5
149,143,149,2041.3,34433.0
150,143,150,185.1,1470.6
151,143,151,196.4,1430.8
152,143,152,360.0,3140.6
153,143,153,184.8,1283.7
154,143,154,344.5,2463.0
155,143,155,280.0,2375.4
156,143,156,720.6,5079.5
157,143,157,370.2,2932.1
158,143,158,713.2,7414.4
159,143,159,1857.2,31585.5
160,143,160,1708.1,29340.0
161,143,161,146.7,1037.5
162,143,162,247.9,1897.7
163,143,163,1403.2,13055.0
164,143,164,352.4,2887.8
165,143,165,221.2,1784.5
