,from_id,to_id,duration,length
0,81,166,179.7,1403.2
1,81,0,604.4,5999.1
2,81,1,971.9,13014.7
3,81,2,338.4,2993.3
4,81,3,293.4,2689.8
5,81,4,794.6,7526.6
6,81,5,158.3,1140.7
7,81,6,284.9,2199.4
8,81,7,133.4,1129.9
9,81,8,726.6,7431.5
10,81,9,1511.5,17316.7
11,81,10,2001.6,34144.0
12,81,11,529.7,4745.5
13,81,12,310.5,2508.9
14,81,13,185.9,1371.6
15,81,14,645.1,4831.7
16,81,15,1835.9,23748.6
17,81,16,110.1,927.4
18,81,17,618.0,5704.6
19,81,18,164.9,1311.4
20,81,19,203.4,1711.6
21,81,20,1790.8,30387.1
22,81,21,382.1,3078.8
23,81,22,260.5,2181.4
24,81,23,1822.2,21614.5
25,81,24,1512.1,23160.4
26,81,25,1377.9,12212.2
27,81,26,373.1,2766.1
28,81,27,655.3,5114.5
29,81,28,1600.5,26513.0
30,81,29,168.3,1233.1
31,81,30,295.1,2437.6
32,81,31,740.3,9040.4
33,81,32,404.7,3099.5
34,81,33,173.6,1343.7
35,81,34,1538.1,17437.3
36,81,35,99.9,637.6
37,81,36,109.7,772.7
38,81,37,536.3,5168.5
39,81,38,568.8,5205.4
40,81,39,531.0,5155.8
41,81,40,356.7,2967.9
42,81,41,1020.2,15653.6
43,81,42,452.4,4158.0
44,81,43,156.9,1227.8
45,81,44,386.5,3014.9
46,81,45,176.7,1722.0
47,81,46,293.1,2267.9
48,81,47,645.1,4831.7
49,81,48,1399.6,13155.4
50,81,49,1947.6,33780.6
51,81,50,253.6,2181.9
52,81,51,1818.0,21699.8
53,81,52,63.9,406.8
54,81,53,645.1,4831.7
55,81,54,357.5,2625.0
56,81,55,168.2,1468.6
57,81,56,925.9,9920.9
58,81,57,1375.4,21544.5
59,81,58,193.3,1423.8
60,81,59,404.1,3057.0
61,81,60,1847.4,31106.5
62,81,61,812.9,11574.0
63,81,62,353.5,2360.6
64,81,63,96.0,721.7
65,81,64,287.7,2370.9
66,81,65,181.3,1646.1
67,81,66,353.5,2360.6
68,81,67,1333.4,17330.6
69,81,68,190.7,1756.3
70,81,69,1023.5,9755.8
71,81,70,886.4,8628.1
72,81,71,331.6,2386.2
73,81,72,467.0,3835.0
74,81,73,125.1,859.9
75,81,74,1432.5,20635.6
76,81,75,113.9,724.0
77,81,76,132.6,979.7
78,81,77,625.7,7224.5
79,81,78,246.1,2115.3
80,81,79,1189.2,17282.4
81,81,80,175.8,1482.4
82,81,82,281.3,2245.3
83,81,83,180.9,1204.2
84,81,84,931.7,11189.2
85,81,85,157.9,1125.7
86,81,86,153.6,1429.6
87,81,87,568.3,5301.6
88,81,88,602.2,4811.1
89,81,89,225.5,1907.8
90,81,90,618.9,6093.1
91,81,91,167.0,1168.4
92,81,92,367.1,3237.3
93,81,93,307.3,2359.3
94,81,94,561.7,4964.6
95,81,95,289.2,2384.6
96,81,96,351.3,2734.6
97,81,97,672.8,6686.8
98,81,98,324.7,2693.2
99,81,99,1099.8,13060.7
100,81,100,2268.6,35989.1
101,81,101,1983.9,33264.1
102,81,102,232.0,1912.0
103,81,103,210.0,1769.9
104,81,104,222.7,2051.9
105,81,105,334.3,2395.0
106,81,106,147.8,1024.7
107,81,107,76.0,573.6
108,81,108,1328.7,13991.0
109,81,109,1520.7,20335.6
110,81,110,1579.7,18946.5
111,81,111,586.8,5666.2
112,81,112,232.5,1680.2
113,81,113,476.4,4330.4
114,81,114,223.3,1693.2
115,81,115,219.2,1635.8
116,81,116,246.0,1901.3
117,81,117,309.1,2571.9
118,81,118,339.8,2649.5
119,81,119,751.3,9326.6
120,81,120,739.8,6647.6
121,81,121,427.3,4010.8
122,81,122,104.1,735.9
123,81,123,239.3,1890.4
124,81,124,257.4,2372.3
125,81,125,510.6,4681.1
126,81,126,374.9,2663.8
127,81,127,266.0,2195.1
128,81,128,503.7,4315.4
129,81,129,885.9,8235.9
130,81,130,309.6,2646.2
131,81,131,386.5,3014.9
132,81,132,242.0,2019.4
133,81,133,565.6,5290.4
134,81,134,1179.7,15825.3
135,81,135,1329.5,12781.3
136,81,136,96.0,721.7
137,81,137,1591.9,26300.6
138,81,138,87.3,590.9
139,81,139,373.1,2766.1
140,81,140,419.1,3909.0
141,81,141,2019.8,29935.2
142,81,142,64.4,526.3
143,81,143,157.6,1168.1
144,81,144,312.2,2606.5
145,81,145,199.8,1857.3
146,81,146,227.5,1603.6
147,81,147,306.0,2282.8
148,81,148,177.3,1456.4
149,81,149,2047.6,34141.9
150,81,150,225.1,1747.3
151,81,151,236.4,1707.5
152,81,152,277.0,2459.9
153,81,153,240.4,1787.6
154,81,154,261.5,1782.3
155,81,155,197.0,1694.7
156,81,156,760.6,5356.2
157,81,157,287.2,2251.3
158,81,158,753.2,7691.1
159,81,159,1912.8,32089.4
160,81,160,1763.7,29843.9
161,81,161,82.7,504.5
162,81,162,303.5,2401.6
163,81,163,1320.2,12374.3
164,81,164,392.4,3164.5
165,81,165,261.2,2061.2
